"MEASURE","Measure","PROP_TYPE","Property type","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q3","Sep-2019",-4.3,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q4","Dec-2019",4.4,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q1","Mar-2020",10.8,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q2","Jun-2020",8.9,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q3","Sep-2020",4.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q4","Dec-2020",2.8,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q1","Mar-2019",154.2,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q2","Jun-2019",153.5,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q3","Sep-2019",159,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2019-Q4","Dec-2019",166.4,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2020-Q1","Mar-2020",169.6,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2020-Q2","Jun-2020",165.9,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2020-Q3","Sep-2020",167.6,,
"1","Index Number","3","Residential property","1GSYD","Greater Sydney","Q","Quarterly","2020-Q4","Dec-2020",172.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",-2.7,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",-3.9,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q3","Sep-2019",-4.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q4","Dec-2019",-2.5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q1","Mar-2020",-0.9,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q2","Jun-2020",-0.2,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q3","Sep-2020",2.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q4","Dec-2020",4.2,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",-3.8,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",-0.8,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q3","Sep-2019",3.6,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q4","Dec-2019",5.2,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q1","Mar-2020",2.1,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q2","Jun-2020",-2.3,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q3","Sep-2020",-0.3,,
"2","Percentage change from previous quarter","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q4","Dec-2020",3.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q1","Mar-2019",-6.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q2","Jun-2019",-6.5,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q3","Sep-2019",-3.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q4","Dec-2019",1.9,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q1","Mar-2020",5.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q2","Jun-2020",5.4,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q3","Sep-2020",3.1,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q4","Dec-2020",1.6,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",121,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",120.3,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2019-Q3","Sep-2019",119.9,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2019-Q4","Dec-2019",121.6,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2020-Q1","Mar-2020",122.1,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2020-Q2","Jun-2020",121.1,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2020-Q3","Sep-2020",123,,
"1","Index Number","3","Residential property","4GADE","Greater Adelaide","Q","Quarterly","2020-Q4","Dec-2020",126.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",-1.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",-2.6,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2019-Q3","Sep-2019",-2.6,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2019-Q4","Dec-2019",-0.6,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2020-Q1","Mar-2020",0.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2020-Q2","Jun-2020",-1.4,"i","imputed"
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2020-Q3","Sep-2020",0.3,"i","imputed"
"2","Percentage change from previous quarter","1","Attached dwellings","7GDAR","Greater Darwin","Q","Quarterly","2020-Q4","Dec-2020",1.8,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",94.4,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",93,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q3","Sep-2019",92.4,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q4","Dec-2019",91.7,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q1","Mar-2020",92.4,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q2","Jun-2020",91.1,,
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q3","Sep-2020",92,"i","imputed"
"1","Index Number","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q4","Dec-2020",94.2,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",102.6,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",101.5,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q3","Sep-2019",99.8,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q4","Dec-2019",101.2,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q1","Mar-2020",102,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q2","Jun-2020",101.7,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q3","Sep-2020",103.2,,
"1","Index Number","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q4","Dec-2020",106.3,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q1","Mar-2019",-0.9,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q2","Jun-2019",-2.6,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q3","Sep-2019",-2.5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q4","Dec-2019",0.5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q1","Mar-2020",3.1,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q2","Jun-2020",3.1,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q3","Sep-2020",3.8,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q4","Dec-2020",4.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",-5.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",-5.8,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q3","Sep-2019",-1.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q4","Dec-2019",3.2,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q1","Mar-2020",9.3,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q2","Jun-2020",8.6,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q3","Sep-2020",4.7,,
"3","Percentage change from corresponding quarter of the previous year","1","Attached dwellings","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q4","Dec-2020",2.9,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",-3.7,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",-1,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q3","Sep-2019",3.7,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q4","Dec-2019",5.5,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q1","Mar-2020",2.3,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q2","Jun-2020",-2.8,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q3","Sep-2020",-0.3,,
"2","Percentage change from previous quarter","2","Established houses","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q4","Dec-2020",3.7,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",-1.1,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",-1.4,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q3","Sep-2019",-1.2,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2019-Q4","Dec-2019",1.1,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q1","Mar-2020",0.6,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q2","Jun-2020",-0.7,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q3","Sep-2020",1.4,,
"2","Percentage change from previous quarter","3","Residential property","5GPER","Greater Perth","Q","Quarterly","2020-Q4","Dec-2020",2.9,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q1","Mar-2019",135.8,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q2","Jun-2019",134.8,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q3","Sep-2019",138.1,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2019-Q4","Dec-2019",143.5,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q1","Mar-2020",145.8,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q2","Jun-2020",143.2,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q3","Sep-2020",144.3,,
"1","Index Number","3","Residential property","100","Weighted average of eight capital cities","Q","Quarterly","2020-Q4","Dec-2020",148.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q1","Mar-2019",-2.5,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q2","Jun-2019",-3.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q3","Sep-2019",-4.9,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2019-Q4","Dec-2019",-2.7,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q1","Mar-2020",-0.6,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q2","Jun-2020",0.2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q3","Sep-2020",3.4,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","5GPER","Greater Perth","Q","Quarterly","2020-Q4","Dec-2020",5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q1","Mar-2019",0,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q2","Jun-2019",-0.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q3","Sep-2019",-1.4,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q4","Dec-2019",1.9,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q1","Mar-2020",3,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q2","Jun-2020",3.6,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q3","Sep-2020",5,,
"3","Percentage change from corresponding quarter of the previous year","3","Residential property","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q4","Dec-2020",5.2,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",123.7,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",122.8,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2019-Q3","Sep-2019",122.4,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2019-Q4","Dec-2019",124.4,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2020-Q1","Mar-2020",124.9,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2020-Q2","Jun-2020",123.6,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2020-Q3","Sep-2020",125.9,,
"1","Index Number","2","Established houses","4GADE","Greater Adelaide","Q","Quarterly","2020-Q4","Dec-2020",129.2,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q1","Mar-2019",139,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q2","Jun-2019",137.9,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q3","Sep-2019",142.9,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2019-Q4","Dec-2019",150.4,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q1","Mar-2020",153.5,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q2","Jun-2020",150,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q3","Sep-2020",149.6,,
"1","Index Number","3","Residential property","2GMEL","Greater Melbourne","Q","Quarterly","2020-Q4","Dec-2020",154.7,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q1","Mar-2019",-0.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q2","Jun-2019",-1.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q3","Sep-2019",2.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2019-Q4","Dec-2019",2.7,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q1","Mar-2020",-2.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q2","Jun-2020",0.7,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q3","Sep-2020",0.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","8ACTE","Australian Capital Territory","Q","Quarterly","2020-Q4","Dec-2020",3.1,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2019-Q1","Mar-2019",145.9,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2019-Q2","Jun-2019",146.4,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2019-Q3","Sep-2019",148.6,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2019-Q4","Dec-2019",152.4,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2020-Q1","Mar-2020",156.1,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2020-Q2","Jun-2020",155.5,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2020-Q3","Sep-2020",157.3,,
"1","Index Number","2","Established houses","6GHOB","Greater Hobart","Q","Quarterly","2020-Q4","Dec-2020",162.4,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q1","Mar-2019",107.6,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q2","Jun-2019",107.5,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q3","Sep-2019",107.9,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q4","Dec-2019",108.8,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q1","Mar-2020",107.7,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q2","Jun-2020",106.8,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q3","Sep-2020",108.2,,
"1","Index Number","1","Attached dwellings","3GBRI","Greater Brisbane","Q","Quarterly","2020-Q4","Dec-2020",109.9,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q1","Mar-2019",-0.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q2","Jun-2019",0,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q3","Sep-2019",-0.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2019-Q4","Dec-2019",0.6,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2020-Q1","Mar-2020",0.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2020-Q2","Jun-2020",-0.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2020-Q3","Sep-2020",0.9,,
"2","Percentage change from previous quarter","1","Attached dwellings","4GADE","Greater Adelaide","Q","Quarterly","2020-Q4","Dec-2020",2.2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",-2.6,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",-3.3,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q3","Sep-2019",-4,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2019-Q4","Dec-2019",-4.8,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q1","Mar-2020",-2.1,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q2","Jun-2020",-2,,
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q3","Sep-2020",-0.4,"i","imputed"
"3","Percentage change from corresponding quarter of the previous year","2","Established houses","7GDAR","Greater Darwin","Q","Quarterly","2020-Q4","Dec-2020",2.7,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q1","Mar-2019",-1.8,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q2","Jun-2019",-1.8,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q3","Sep-2019",-1.2,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2019-Q4","Dec-2019",-0.8,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q1","Mar-2020",0.7,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q2","Jun-2020",-1.4,,
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q3","Sep-2020",0.8,"i","imputed"
"2","Percentage change from previous quarter","3","Residential property","7GDAR","Greater Darwin","Q","Quarterly","2020-Q4","Dec-2020",2.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q1","Mar-2019",-1.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q2","Jun-2019",0.9,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q3","Sep-2019",0.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2019-Q4","Dec-2019",3.5,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q1","Mar-2020",2.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q2","Jun-2020",-0.4,"i","imputed"
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q3","Sep-2020",0.9,,
"2","Percentage change from previous quarter","1","Attached dwellings","6GHOB","Greater Hobart","Q","Quarterly","2020-Q4","Dec-2020",3.1,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q1","Mar-2019",-3.3,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q2","Jun-2019",-1,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q3","Sep-2019",2.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2019-Q4","Dec-2019",3.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q1","Mar-2020",0.8,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q2","Jun-2020",-1.4,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q3","Sep-2020",0.2,,
"2","Percentage change from previous quarter","1","Attached dwellings","1GSYD","Greater Sydney","Q","Quarterly","2020-Q4","Dec-2020",1.4,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q1","Mar-2019",-1.5,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q2","Jun-2019",-0.7,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q3","Sep-2019",0.7,,
"2","Percentage change from previous quarter","3","Residential property","3GBRI","Greater Brisbane","Q","Quarterly","2019-Q4","Dec-2019",1.8,,
